sample_id,experiment_batch,set,cluster,prompt_condition,replicate,full_english_prompt,prompt_record_status,generation_model,image_width_px,image_height_px,aspect_ratio,fixed_generation_conditions,other_generation_parameters,image_file,image_sha256,evidence_source
A4_F_R5,Batch 1,Set A,4,Free Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C4_FreePrompt_R5.png,0f551e6bff454e03ef636b248ba9f03b57aea4fdfcfcced97a39b8c3dc1e1c33,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A4_F_R6,Batch 1,Set A,4,Free Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C4_FreePrompt_R6.png,536a69df918e4223df4acb5b266ae93234439e8c3c1bfbd27352b4cbce29dc3a,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A4_S_R4,Batch 1,Set A,4,Semantic Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: humidity-responsive deformation, flexible flowing skin, translucent mesh, overlapping thin sheets, light-transmitting shading.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C4_SemanticPrompt_R4.png,24263efca93364367d8537afbb627343f6020683fe410cb27e6dc026c9483af8,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A4_S_R5,Batch 1,Set A,4,Semantic Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: humidity-responsive deformation, flexible flowing skin, translucent mesh, overlapping thin sheets, light-transmitting shading.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C4_SemanticPrompt_R5.png,5560a8f76f7ce43fd7a8a42244065cb0fecac75687bba07bdb41a3d11e3c0924,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A4_S_R6,Batch 1,Set A,4,Semantic Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: humidity-responsive deformation, flexible flowing skin, translucent mesh, overlapping thin sheets, light-transmitting shading.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C4_SemanticPrompt_R6.png,e7494eaaab724538ec7022e1d83e6d9f190b287340edb1d41dd2655e6612bf10,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_F_R4,Batch 1,Set A,5,Free Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_FreePrompt_R4.png,7672f29c232c61fb9eb29ca4063df0fc86b6ead5ab5ab38172aeee22332ea43a,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_F_R5,Batch 1,Set A,5,Free Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_FreePrompt_R5.png,08312bfcc2ebb151db3ed922aa4a7f075eb42527148287719b3151f6031ed836,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_F_R6,Batch 1,Set A,5,Free Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_FreePrompt_R6.png,2bda8d4622a8540867da3e64974882356493b7c681e4e4b25cecc54b112def67,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_S_R4,Batch 1,Set A,5,Semantic Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: electrically driven solar shading, slender vertical louvers, orthogonal frame, opening angles regulated through density and curvature.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_SemanticPrompt_R4.png,7d93141c91d6d41e8911958a1babdf339334b9d58fcd34f6b5930a5e065588cd,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_S_R5,Batch 1,Set A,5,Semantic Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: electrically driven solar shading, slender vertical louvers, orthogonal frame, opening angles regulated through density and curvature.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_SemanticPrompt_R5.png,9d398183ecddcd562b0123ab0d8fa361f15b608b808b91f5b942c2f4dd21fafc,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A5_S_R6,Batch 1,Set A,5,Semantic Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: electrically driven solar shading, slender vertical louvers, orthogonal frame, opening angles regulated through density and curvature.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C5_SemanticPrompt_R6.png,36bcc21c94997d888875bd055754fc3a830199ac6f43866c005e82f50419a3a1,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_F_R4,Batch 1,Set B,0,Free Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_FreePrompt_R4.png,3a083031cbfa1aabb13c4d390a907862dd66df37a88ae12429c5868dc757cc35,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_F_R5,Batch 1,Set B,0,Free Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_FreePrompt_R5.png,e961c7fb1732b457112d9dfa5759741a8073432f3ff9a45adbab34c5fd3c0654,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_F_R6,Batch 1,Set B,0,Free Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_FreePrompt_R6.png,586df71b93399e16e034be404fa2fd69cd10210fd4d8d8f1a5d349d9577dfcab,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_S_R4,Batch 1,Set B,0,Semantic Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: triangular folded-surface units, radial grid, high-density modules, multilayer folded relief, coordinated opening and closing.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_SemanticPrompt_R4.png,6ef6278257ae05f0a0911eedaa47ff2413c7a00eaba267b42606f3caf0950994,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_S_R5,Batch 1,Set B,0,Semantic Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: triangular folded-surface units, radial grid, high-density modules, multilayer folded relief, coordinated opening and closing.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_SemanticPrompt_R5.png,09e1b9e883677361794f034d81e26b506dc3033fe872fde996f2a049e7a02f7e,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B0_S_R6,Batch 1,Set B,0,Semantic Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: triangular folded-surface units, radial grid, high-density modules, multilayer folded relief, coordinated opening and closing.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C0_SemanticPrompt_R6.png,2160ee48957ddc05329818999727068557ffa89988bbcd4f3761876cd252e156,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
B1_F_R4,Batch 1,Set B,1,Free Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a complete contemporary responsive building and its main facade.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetB_C1_FreePrompt_R4.png,b1e269b9e7ef4867675e4da96cf0fa2218ebe2ae31c8fa095587fb85c5134384,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
